Dataset,Question,True Answer,Retriever,Generator,K,Predicted Answer
Natural_Questions,when did fosters home for imaginary friends start,"Foster's Home for Imaginary Friends McCracken conceived the series after adopting two dogs from an animal shelter and applying the concept to imaginary friends. The show first premiered on Cartoon Network on August 13, 2004, as a 90-minute television film. On August 20, it began its normal run of twenty-to-thirty-minute episodes on Fridays, at 7 pm. The series finished its run on May 3, 2009, with a total of six seasons and seventy-nine episodes. McCracken left Cartoon Network shortly after the series ended. Reruns have aired on Boomerang from August 11, 2012 to November 3, 2013 and again from June 1, 2014 to April 3, 2017.",Sparse_BM25,T5_Base,5,2004
Natural_Questions,when did fosters home for imaginary friends start,"Foster's Home for Imaginary Friends McCracken conceived the series after adopting two dogs from an animal shelter and applying the concept to imaginary friends. The show first premiered on Cartoon Network on August 13, 2004, as a 90-minute television film. On August 20, it began its normal run of twenty-to-thirty-minute episodes on Fridays, at 7 pm. The series finished its run on May 3, 2009, with a total of six seasons and seventy-nine episodes. McCracken left Cartoon Network shortly after the series ended. Reruns have aired on Boomerang from August 11, 2012 to November 3, 2013 and again from June 1, 2014 to April 3, 2017.",Sparse_BM25,T5_Base,10,2004
Natural_Questions,when did us get involved in vietnam war,Role of the United States in the Vietnam War The role of the United States in the Vietnam War began after World War II and escalated into full commitment during the Vietnam War from 1955 to 1975.,Dense_1_MiniLM,T5_Small,0,1889
Natural_Questions,when did us get involved in vietnam war,Role of the United States in the Vietnam War The role of the United States in the Vietnam War began after World War II and escalated into full commitment during the Vietnam War from 1955 to 1975.,Dense_1_MiniLM,T5_Small,1,1955 to 1975
Natural_Questions,when did us get involved in vietnam war,Role of the United States in the Vietnam War The role of the United States in the Vietnam War began after World War II and escalated into full commitment during the Vietnam War from 1955 to 1975.,Dense_1_MiniLM,T5_Small,5,1955 to 1975
Natural_Questions,when did us get involved in vietnam war,Role of the United States in the Vietnam War The role of the United States in the Vietnam War began after World War II and escalated into full commitment during the Vietnam War from 1955 to 1975.,Dense_1_MiniLM,T5_Small,10,What was the name of the person who set up booby traps?
Natural_Questions,when did us get involved in vietnam war,Role of the United States in the Vietnam War The role of the United States in the Vietnam War began after World War II and escalated into full commitment during the Vietnam War from 1955 to 1975.,Dense_1_MiniLM,T5_Base,0,Vietnam War
Natural_Questions,when did us get involved in vietnam war,Role of the United States in the Vietnam War The role of the United States in the Vietnam War began after World War II and escalated into full commitment during the Vietnam War from 1955 to 1975.,Dense_1_MiniLM,T5_Base,1,1955 to 1975
Natural_Questions,when did us get involved in vietnam war,Role of the United States in the Vietnam War The role of the United States in the Vietnam War began after World War II and escalated into full commitment during the Vietnam War from 1955 to 1975.,Dense_1_MiniLM,T5_Base,5,1955
Natural_Questions,when did us get involved in vietnam war,Role of the United States in the Vietnam War The role of the United States in the Vietnam War began after World War II and escalated into full commitment during the Vietnam War from 1955 to 1975.,Dense_1_MiniLM,T5_Base,10,How many years after the National Prohibition Act was passed did Congress pass the Volstead Act?
Natural_Questions,when did us get involved in vietnam war,Role of the United States in the Vietnam War The role of the United States in the Vietnam War began after World War II and escalated into full commitment during the Vietnam War from 1955 to 1975.,Dense_2_MPNet,T5_Small,0,1889
Natural_Questions,when did us get involved in vietnam war,Role of the United States in the Vietnam War The role of the United States in the Vietnam War began after World War II and escalated into full commitment during the Vietnam War from 1955 to 1975.,Dense_2_MPNet,T5_Small,1,1955 to 1975
Natural_Questions,when did us get involved in vietnam war,Role of the United States in the Vietnam War The role of the United States in the Vietnam War began after World War II and escalated into full commitment during the Vietnam War from 1955 to 1975.,Dense_2_MPNet,T5_Small,5,1955 to 1975
Natural_Questions,when did us get involved in vietnam war,Role of the United States in the Vietnam War The role of the United States in the Vietnam War began after World War II and escalated into full commitment during the Vietnam War from 1955 to 1975.,Dense_2_MPNet,T5_Small,10,1955 to 1975
Natural_Questions,when did us get involved in vietnam war,Role of the United States in the Vietnam War The role of the United States in the Vietnam War began after World War II and escalated into full commitment during the Vietnam War from 1955 to 1975.,Dense_2_MPNet,T5_Base,0,Vietnam War
Natural_Questions,when did us get involved in vietnam war,Role of the United States in the Vietnam War The role of the United States in the Vietnam War began after World War II and escalated into full commitment during the Vietnam War from 1955 to 1975.,Dense_2_MPNet,T5_Base,1,1955 to 1975
Natural_Questions,when did us get involved in vietnam war,Role of the United States in the Vietnam War The role of the United States in the Vietnam War began after World War II and escalated into full commitment during the Vietnam War from 1955 to 1975.,Dense_2_MPNet,T5_Base,5,1955
Natural_Questions,when did us get involved in vietnam war,Role of the United States in the Vietnam War The role of the United States in the Vietnam War began after World War II and escalated into full commitment during the Vietnam War from 1955 to 1975.,Dense_2_MPNet,T5_Base,10,1955
Natural_Questions,when did us get involved in vietnam war,Role of the United States in the Vietnam War The role of the United States in the Vietnam War began after World War II and escalated into full commitment during the Vietnam War from 1955 to 1975.,Sparse_BM25,T5_Small,0,1889
Natural_Questions,when did us get involved in vietnam war,Role of the United States in the Vietnam War The role of the United States in the Vietnam War began after World War II and escalated into full commitment during the Vietnam War from 1955 to 1975.,Sparse_BM25,T5_Small,1,1955 to 1975
Natural_Questions,when did us get involved in vietnam war,Role of the United States in the Vietnam War The role of the United States in the Vietnam War began after World War II and escalated into full commitment during the Vietnam War from 1955 to 1975.,Sparse_BM25,T5_Small,5,1955 to 1975
Natural_Questions,when did us get involved in vietnam war,Role of the United States in the Vietnam War The role of the United States in the Vietnam War began after World War II and escalated into full commitment during the Vietnam War from 1955 to 1975.,Sparse_BM25,T5_Small,10,78s
Natural_Questions,when did us get involved in vietnam war,Role of the United States in the Vietnam War The role of the United States in the Vietnam War began after World War II and escalated into full commitment during the Vietnam War from 1955 to 1975.,Sparse_BM25,T5_Base,0,Vietnam War
Natural_Questions,when did us get involved in vietnam war,Role of the United States in the Vietnam War The role of the United States in the Vietnam War began after World War II and escalated into full commitment during the Vietnam War from 1955 to 1975.,Sparse_BM25,T5_Base,1,1955 to 1975
Natural_Questions,when did us get involved in vietnam war,Role of the United States in the Vietnam War The role of the United States in the Vietnam War began after World War II and escalated into full commitment during the Vietnam War from 1955 to 1975.,Sparse_BM25,T5_Base,5,1955
Natural_Questions,when did us get involved in vietnam war,Role of the United States in the Vietnam War The role of the United States in the Vietnam War began after World War II and escalated into full commitment during the Vietnam War from 1955 to 1975.,Sparse_BM25,T5_Base,10,V-Disc
Natural_Questions,how are the american declaration of independence and french declaration of the rights of man similar,"Declaration of the Rights of Man and of the Citizen The concepts in the Declaration come from the philosophical and political duties of the Enlightenment, such as individualism, the social contract as theorized by the Genevan philosopher Rousseau, and the separation of powers espoused by the Baron de Montesquieu. As can be seen in the texts, the French declaration was heavily influenced by the political philosophy of the Enlightenment and principles of human rights as was the U.S. Declaration of Independence which preceded it (4 July 1776).",Dense_1_MiniLM,T5_Small,0,as the declaration of independence
Natural_Questions,how are the american declaration of independence and french declaration of the rights of man similar,"Declaration of the Rights of Man and of the Citizen The concepts in the Declaration come from the philosophical and political duties of the Enlightenment, such as individualism, the social contract as theorized by the Genevan philosopher Rousseau, and the separation of powers espoused by the Baron de Montesquieu. As can be seen in the texts, the French declaration was heavily influenced by the political philosophy of the Enlightenment and principles of human rights as was the U.S. Declaration of Independence which preceded it (4 July 1776).",Dense_1_MiniLM,T5_Small,1,heavily influenced by the political philosophy of the Enlightenment and principles of human rights
Natural_Questions,how are the american declaration of independence and french declaration of the rights of man similar,"Declaration of the Rights of Man and of the Citizen The concepts in the Declaration come from the philosophical and political duties of the Enlightenment, such as individualism, the social contract as theorized by the Genevan philosopher Rousseau, and the separation of powers espoused by the Baron de Montesquieu. As can be seen in the texts, the French declaration was heavily influenced by the political philosophy of the Enlightenment and principles of human rights as was the U.S. Declaration of Independence which preceded it (4 July 1776).",Dense_1_MiniLM,T5_Small,5,political philosophy of the Enlightenment and principles of human rights
Natural_Questions,how are the american declaration of independence and french declaration of the rights of man similar,"Declaration of the Rights of Man and of the Citizen The concepts in the Declaration come from the philosophical and political duties of the Enlightenment, such as individualism, the social contract as theorized by the Genevan philosopher Rousseau, and the separation of powers espoused by the Baron de Montesquieu. As can be seen in the texts, the French declaration was heavily influenced by the political philosophy of the Enlightenment and principles of human rights as was the U.S. Declaration of Independence which preceded it (4 July 1776).",Dense_1_MiniLM,T5_Small,10,political philosophy of the Enlightenment and principles of human rights
Natural_Questions,how are the american declaration of independence and french declaration of the rights of man similar,"Declaration of the Rights of Man and of the Citizen The concepts in the Declaration come from the philosophical and political duties of the Enlightenment, such as individualism, the social contract as theorized by the Genevan philosopher Rousseau, and the separation of powers espoused by the Baron de Montesquieu. As can be seen in the texts, the French declaration was heavily influenced by the political philosophy of the Enlightenment and principles of human rights as was the U.S. Declaration of Independence which preceded it (4 July 1776).",Dense_1_MiniLM,T5_Base,0,the French Declaration of Independence
Natural_Questions,how are the american declaration of independence and french declaration of the rights of man similar,"Declaration of the Rights of Man and of the Citizen The concepts in the Declaration come from the philosophical and political duties of the Enlightenment, such as individualism, the social contract as theorized by the Genevan philosopher Rousseau, and the separation of powers espoused by the Baron de Montesquieu. As can be seen in the texts, the French declaration was heavily influenced by the political philosophy of the Enlightenment and principles of human rights as was the U.S. Declaration of Independence which preceded it (4 July 1776).",Dense_1_MiniLM,T5_Base,1,French declaration was heavily influenced by the political philosophy of the Enlightenment and principles of human rights as was the U.S. Declaration of Independence which preceded it
Natural_Questions,how are the american declaration of independence and french declaration of the rights of man similar,"Declaration of the Rights of Man and of the Citizen The concepts in the Declaration come from the philosophical and political duties of the Enlightenment, such as individualism, the social contract as theorized by the Genevan philosopher Rousseau, and the separation of powers espoused by the Baron de Montesquieu. As can be seen in the texts, the French declaration was heavily influenced by the political philosophy of the Enlightenment and principles of human rights as was the U.S. Declaration of Independence which preceded it (4 July 1776).",Dense_1_MiniLM,T5_Base,5,French declaration was heavily influenced by the political philosophy of the Enlightenment and principles of human rights
Natural_Questions,how are the american declaration of independence and french declaration of the rights of man similar,"Declaration of the Rights of Man and of the Citizen The concepts in the Declaration come from the philosophical and political duties of the Enlightenment, such as individualism, the social contract as theorized by the Genevan philosopher Rousseau, and the separation of powers espoused by the Baron de Montesquieu. As can be seen in the texts, the French declaration was heavily influenced by the political philosophy of the Enlightenment and principles of human rights as was the U.S. Declaration of Independence which preceded it (4 July 1776).",Dense_1_MiniLM,T5_Base,10,French declaration was heavily influenced by the political philosophy of the Enlightenment and principles of human rights
Natural_Questions,how are the american declaration of independence and french declaration of the rights of man similar,"Declaration of the Rights of Man and of the Citizen The concepts in the Declaration come from the philosophical and political duties of the Enlightenment, such as individualism, the social contract as theorized by the Genevan philosopher Rousseau, and the separation of powers espoused by the Baron de Montesquieu. As can be seen in the texts, the French declaration was heavily influenced by the political philosophy of the Enlightenment and principles of human rights as was the U.S. Declaration of Independence which preceded it (4 July 1776).",Dense_2_MPNet,T5_Small,0,as the declaration of independence
Natural_Questions,how are the american declaration of independence and french declaration of the rights of man similar,"Declaration of the Rights of Man and of the Citizen The concepts in the Declaration come from the philosophical and political duties of the Enlightenment, such as individualism, the social contract as theorized by the Genevan philosopher Rousseau, and the separation of powers espoused by the Baron de Montesquieu. As can be seen in the texts, the French declaration was heavily influenced by the political philosophy of the Enlightenment and principles of human rights as was the U.S. Declaration of Independence which preceded it (4 July 1776).",Dense_2_MPNet,T5_Small,1,heavily influenced by the political philosophy of the Enlightenment and principles of human rights
Natural_Questions,how are the american declaration of independence and french declaration of the rights of man similar,"Declaration of the Rights of Man and of the Citizen The concepts in the Declaration come from the philosophical and political duties of the Enlightenment, such as individualism, the social contract as theorized by the Genevan philosopher Rousseau, and the separation of powers espoused by the Baron de Montesquieu. As can be seen in the texts, the French declaration was heavily influenced by the political philosophy of the Enlightenment and principles of human rights as was the U.S. Declaration of Independence which preceded it (4 July 1776).",Dense_2_MPNet,T5_Small,5,political philosophy of the Enlightenment and principles of human rights
Natural_Questions,how are the american declaration of independence and french declaration of the rights of man similar,"Declaration of the Rights of Man and of the Citizen The concepts in the Declaration come from the philosophical and political duties of the Enlightenment, such as individualism, the social contract as theorized by the Genevan philosopher Rousseau, and the separation of powers espoused by the Baron de Montesquieu. As can be seen in the texts, the French declaration was heavily influenced by the political philosophy of the Enlightenment and principles of human rights as was the U.S. Declaration of Independence which preceded it (4 July 1776).",Dense_2_MPNet,T5_Small,10,political philosophy of the Enlightenment and principles of human rights
Natural_Questions,how are the american declaration of independence and french declaration of the rights of man similar,"Declaration of the Rights of Man and of the Citizen The concepts in the Declaration come from the philosophical and political duties of the Enlightenment, such as individualism, the social contract as theorized by the Genevan philosopher Rousseau, and the separation of powers espoused by the Baron de Montesquieu. As can be seen in the texts, the French declaration was heavily influenced by the political philosophy of the Enlightenment and principles of human rights as was the U.S. Declaration of Independence which preceded it (4 July 1776).",Dense_2_MPNet,T5_Base,0,the French Declaration of Independence
Natural_Questions,how are the american declaration of independence and french declaration of the rights of man similar,"Declaration of the Rights of Man and of the Citizen The concepts in the Declaration come from the philosophical and political duties of the Enlightenment, such as individualism, the social contract as theorized by the Genevan philosopher Rousseau, and the separation of powers espoused by the Baron de Montesquieu. As can be seen in the texts, the French declaration was heavily influenced by the political philosophy of the Enlightenment and principles of human rights as was the U.S. Declaration of Independence which preceded it (4 July 1776).",Dense_2_MPNet,T5_Base,1,French declaration was heavily influenced by the political philosophy of the Enlightenment and principles of human rights as was the U.S. Declaration of Independence which preceded it
Natural_Questions,how are the american declaration of independence and french declaration of the rights of man similar,"Declaration of the Rights of Man and of the Citizen The concepts in the Declaration come from the philosophical and political duties of the Enlightenment, such as individualism, the social contract as theorized by the Genevan philosopher Rousseau, and the separation of powers espoused by the Baron de Montesquieu. As can be seen in the texts, the French declaration was heavily influenced by the political philosophy of the Enlightenment and principles of human rights as was the U.S. Declaration of Independence which preceded it (4 July 1776).",Dense_2_MPNet,T5_Base,5,French declaration was heavily influenced by the political philosophy of the Enlightenment and principles of human rights
Natural_Questions,how are the american declaration of independence and french declaration of the rights of man similar,"Declaration of the Rights of Man and of the Citizen The concepts in the Declaration come from the philosophical and political duties of the Enlightenment, such as individualism, the social contract as theorized by the Genevan philosopher Rousseau, and the separation of powers espoused by the Baron de Montesquieu. As can be seen in the texts, the French declaration was heavily influenced by the political philosophy of the Enlightenment and principles of human rights as was the U.S. Declaration of Independence which preceded it (4 July 1776).",Dense_2_MPNet,T5_Base,10,French declaration was heavily influenced by the political philosophy of the Enlightenment and principles of human rights
Natural_Questions,how are the american declaration of independence and french declaration of the rights of man similar,"Declaration of the Rights of Man and of the Citizen The concepts in the Declaration come from the philosophical and political duties of the Enlightenment, such as individualism, the social contract as theorized by the Genevan philosopher Rousseau, and the separation of powers espoused by the Baron de Montesquieu. As can be seen in the texts, the French declaration was heavily influenced by the political philosophy of the Enlightenment and principles of human rights as was the U.S. Declaration of Independence which preceded it (4 July 1776).",Sparse_BM25,T5_Small,0,as the declaration of independence
Natural_Questions,how are the american declaration of independence and french declaration of the rights of man similar,"Declaration of the Rights of Man and of the Citizen The concepts in the Declaration come from the philosophical and political duties of the Enlightenment, such as individualism, the social contract as theorized by the Genevan philosopher Rousseau, and the separation of powers espoused by the Baron de Montesquieu. As can be seen in the texts, the French declaration was heavily influenced by the political philosophy of the Enlightenment and principles of human rights as was the U.S. Declaration of Independence which preceded it (4 July 1776).",Sparse_BM25,T5_Small,1,heavily influenced by the political philosophy of the Enlightenment and principles of human rights
Natural_Questions,how are the american declaration of independence and french declaration of the rights of man similar,"Declaration of the Rights of Man and of the Citizen The concepts in the Declaration come from the philosophical and political duties of the Enlightenment, such as individualism, the social contract as theorized by the Genevan philosopher Rousseau, and the separation of powers espoused by the Baron de Montesquieu. As can be seen in the texts, the French declaration was heavily influenced by the political philosophy of the Enlightenment and principles of human rights as was the U.S. Declaration of Independence which preceded it (4 July 1776).",Sparse_BM25,T5_Small,5,political philosophy of the Enlightenment and principles of human rights
Natural_Questions,how are the american declaration of independence and french declaration of the rights of man similar,"Declaration of the Rights of Man and of the Citizen The concepts in the Declaration come from the philosophical and political duties of the Enlightenment, such as individualism, the social contract as theorized by the Genevan philosopher Rousseau, and the separation of powers espoused by the Baron de Montesquieu. As can be seen in the texts, the French declaration was heavily influenced by the political philosophy of the Enlightenment and principles of human rights as was the U.S. Declaration of Independence which preceded it (4 July 1776).",Sparse_BM25,T5_Small,10,political philosophy of the Enlightenment and principles of human rights
Natural_Questions,how are the american declaration of independence and french declaration of the rights of man similar,"Declaration of the Rights of Man and of the Citizen The concepts in the Declaration come from the philosophical and political duties of the Enlightenment, such as individualism, the social contract as theorized by the Genevan philosopher Rousseau, and the separation of powers espoused by the Baron de Montesquieu. As can be seen in the texts, the French declaration was heavily influenced by the political philosophy of the Enlightenment and principles of human rights as was the U.S. Declaration of Independence which preceded it (4 July 1776).",Sparse_BM25,T5_Base,0,the French Declaration of Independence
Natural_Questions,how are the american declaration of independence and french declaration of the rights of man similar,"Declaration of the Rights of Man and of the Citizen The concepts in the Declaration come from the philosophical and political duties of the Enlightenment, such as individualism, the social contract as theorized by the Genevan philosopher Rousseau, and the separation of powers espoused by the Baron de Montesquieu. As can be seen in the texts, the French declaration was heavily influenced by the political philosophy of the Enlightenment and principles of human rights as was the U.S. Declaration of Independence which preceded it (4 July 1776).",Sparse_BM25,T5_Base,1,French declaration was heavily influenced by the political philosophy of the Enlightenment and principles of human rights as was the U.S. Declaration of Independence which preceded it
Natural_Questions,how are the american declaration of independence and french declaration of the rights of man similar,"Declaration of the Rights of Man and of the Citizen The concepts in the Declaration come from the philosophical and political duties of the Enlightenment, such as individualism, the social contract as theorized by the Genevan philosopher Rousseau, and the separation of powers espoused by the Baron de Montesquieu. As can be seen in the texts, the French declaration was heavily influenced by the political philosophy of the Enlightenment and principles of human rights as was the U.S. Declaration of Independence which preceded it (4 July 1776).",Sparse_BM25,T5_Base,5,French declaration was heavily influenced by the political philosophy of the Enlightenment and principles of human rights
Natural_Questions,how are the american declaration of independence and french declaration of the rights of man similar,"Declaration of the Rights of Man and of the Citizen The concepts in the Declaration come from the philosophical and political duties of the Enlightenment, such as individualism, the social contract as theorized by the Genevan philosopher Rousseau, and the separation of powers espoused by the Baron de Montesquieu. As can be seen in the texts, the French declaration was heavily influenced by the political philosophy of the Enlightenment and principles of human rights as was the U.S. Declaration of Independence which preceded it (4 July 1776).",Sparse_BM25,T5_Base,10,French declaration was heavily influenced by the political philosophy of the Enlightenment and principles of human rights
Natural_Questions,what territory was fought over by india and pakistan,"Kashmir conflict The Kashmir conflict is a territorial conflict primarily between India and Pakistan, having started just after the partition of India in 1947. China has at times played a minor role.[2] India and Pakistan have fought three wars over Kashmir, including the Indo-Pakistani Wars of 1947 and 1965, as well as the Kargil War of 1999. The two countries have also been involved in several skirmishes over control of the Siachen Glacier.",Dense_1_MiniLM,T5_Small,0,pakistan
Natural_Questions,what territory was fought over by india and pakistan,"Kashmir conflict The Kashmir conflict is a territorial conflict primarily between India and Pakistan, having started just after the partition of India in 1947. China has at times played a minor role.[2] India and Pakistan have fought three wars over Kashmir, including the Indo-Pakistani Wars of 1947 and 1965, as well as the Kargil War of 1999. The two countries have also been involved in several skirmishes over control of the Siachen Glacier.",Dense_1_MiniLM,T5_Small,1,Kashmir
Natural_Questions,what territory was fought over by india and pakistan,"Kashmir conflict The Kashmir conflict is a territorial conflict primarily between India and Pakistan, having started just after the partition of India in 1947. China has at times played a minor role.[2] India and Pakistan have fought three wars over Kashmir, including the Indo-Pakistani Wars of 1947 and 1965, as well as the Kargil War of 1999. The two countries have also been involved in several skirmishes over control of the Siachen Glacier.",Dense_1_MiniLM,T5_Small,5,Kashmir
Natural_Questions,what territory was fought over by india and pakistan,"Kashmir conflict The Kashmir conflict is a territorial conflict primarily between India and Pakistan, having started just after the partition of India in 1947. China has at times played a minor role.[2] India and Pakistan have fought three wars over Kashmir, including the Indo-Pakistani Wars of 1947 and 1965, as well as the Kargil War of 1999. The two countries have also been involved in several skirmishes over control of the Siachen Glacier.",Dense_1_MiniLM,T5_Small,10,Kashmir
Natural_Questions,what territory was fought over by india and pakistan,"Kashmir conflict The Kashmir conflict is a territorial conflict primarily between India and Pakistan, having started just after the partition of India in 1947. China has at times played a minor role.[2] India and Pakistan have fought three wars over Kashmir, including the Indo-Pakistani Wars of 1947 and 1965, as well as the Kargil War of 1999. The two countries have also been involved in several skirmishes over control of the Siachen Glacier.",Dense_1_MiniLM,T5_Base,0,Pakistan
Natural_Questions,what territory was fought over by india and pakistan,"Kashmir conflict The Kashmir conflict is a territorial conflict primarily between India and Pakistan, having started just after the partition of India in 1947. China has at times played a minor role.[2] India and Pakistan have fought three wars over Kashmir, including the Indo-Pakistani Wars of 1947 and 1965, as well as the Kargil War of 1999. The two countries have also been involved in several skirmishes over control of the Siachen Glacier.",Dense_1_MiniLM,T5_Base,1,Kashmir
Natural_Questions,what territory was fought over by india and pakistan,"Kashmir conflict The Kashmir conflict is a territorial conflict primarily between India and Pakistan, having started just after the partition of India in 1947. China has at times played a minor role.[2] India and Pakistan have fought three wars over Kashmir, including the Indo-Pakistani Wars of 1947 and 1965, as well as the Kargil War of 1999. The two countries have also been involved in several skirmishes over control of the Siachen Glacier.",Dense_1_MiniLM,T5_Base,5,Kashmir
Natural_Questions,what territory was fought over by india and pakistan,"Kashmir conflict The Kashmir conflict is a territorial conflict primarily between India and Pakistan, having started just after the partition of India in 1947. China has at times played a minor role.[2] India and Pakistan have fought three wars over Kashmir, including the Indo-Pakistani Wars of 1947 and 1965, as well as the Kargil War of 1999. The two countries have also been involved in several skirmishes over control of the Siachen Glacier.",Dense_1_MiniLM,T5_Base,10,Kashmir
Natural_Questions,what territory was fought over by india and pakistan,"Kashmir conflict The Kashmir conflict is a territorial conflict primarily between India and Pakistan, having started just after the partition of India in 1947. China has at times played a minor role.[2] India and Pakistan have fought three wars over Kashmir, including the Indo-Pakistani Wars of 1947 and 1965, as well as the Kargil War of 1999. The two countries have also been involved in several skirmishes over control of the Siachen Glacier.",Dense_2_MPNet,T5_Small,0,pakistan
Natural_Questions,what territory was fought over by india and pakistan,"Kashmir conflict The Kashmir conflict is a territorial conflict primarily between India and Pakistan, having started just after the partition of India in 1947. China has at times played a minor role.[2] India and Pakistan have fought three wars over Kashmir, including the Indo-Pakistani Wars of 1947 and 1965, as well as the Kargil War of 1999. The two countries have also been involved in several skirmishes over control of the Siachen Glacier.",Dense_2_MPNet,T5_Small,1,Kashmir
Natural_Questions,what territory was fought over by india and pakistan,"Kashmir conflict The Kashmir conflict is a territorial conflict primarily between India and Pakistan, having started just after the partition of India in 1947. China has at times played a minor role.[2] India and Pakistan have fought three wars over Kashmir, including the Indo-Pakistani Wars of 1947 and 1965, as well as the Kargil War of 1999. The two countries have also been involved in several skirmishes over control of the Siachen Glacier.",Dense_2_MPNet,T5_Small,5,Siachen Glacier
Natural_Questions,what territory was fought over by india and pakistan,"Kashmir conflict The Kashmir conflict is a territorial conflict primarily between India and Pakistan, having started just after the partition of India in 1947. China has at times played a minor role.[2] India and Pakistan have fought three wars over Kashmir, including the Indo-Pakistani Wars of 1947 and 1965, as well as the Kargil War of 1999. The two countries have also been involved in several skirmishes over control of the Siachen Glacier.",Dense_2_MPNet,T5_Small,10,Kashmir
Natural_Questions,what territory was fought over by india and pakistan,"Kashmir conflict The Kashmir conflict is a territorial conflict primarily between India and Pakistan, having started just after the partition of India in 1947. China has at times played a minor role.[2] India and Pakistan have fought three wars over Kashmir, including the Indo-Pakistani Wars of 1947 and 1965, as well as the Kargil War of 1999. The two countries have also been involved in several skirmishes over control of the Siachen Glacier.",Dense_2_MPNet,T5_Base,0,Pakistan
Natural_Questions,what territory was fought over by india and pakistan,"Kashmir conflict The Kashmir conflict is a territorial conflict primarily between India and Pakistan, having started just after the partition of India in 1947. China has at times played a minor role.[2] India and Pakistan have fought three wars over Kashmir, including the Indo-Pakistani Wars of 1947 and 1965, as well as the Kargil War of 1999. The two countries have also been involved in several skirmishes over control of the Siachen Glacier.",Dense_2_MPNet,T5_Base,1,Kashmir
Natural_Questions,what territory was fought over by india and pakistan,"Kashmir conflict The Kashmir conflict is a territorial conflict primarily between India and Pakistan, having started just after the partition of India in 1947. China has at times played a minor role.[2] India and Pakistan have fought three wars over Kashmir, including the Indo-Pakistani Wars of 1947 and 1965, as well as the Kargil War of 1999. The two countries have also been involved in several skirmishes over control of the Siachen Glacier.",Dense_2_MPNet,T5_Base,5,Kashmir
Natural_Questions,what territory was fought over by india and pakistan,"Kashmir conflict The Kashmir conflict is a territorial conflict primarily between India and Pakistan, having started just after the partition of India in 1947. China has at times played a minor role.[2] India and Pakistan have fought three wars over Kashmir, including the Indo-Pakistani Wars of 1947 and 1965, as well as the Kargil War of 1999. The two countries have also been involved in several skirmishes over control of the Siachen Glacier.",Dense_2_MPNet,T5_Base,10,Kashmir
Natural_Questions,what territory was fought over by india and pakistan,"Kashmir conflict The Kashmir conflict is a territorial conflict primarily between India and Pakistan, having started just after the partition of India in 1947. China has at times played a minor role.[2] India and Pakistan have fought three wars over Kashmir, including the Indo-Pakistani Wars of 1947 and 1965, as well as the Kargil War of 1999. The two countries have also been involved in several skirmishes over control of the Siachen Glacier.",Sparse_BM25,T5_Small,0,pakistan
Natural_Questions,what territory was fought over by india and pakistan,"Kashmir conflict The Kashmir conflict is a territorial conflict primarily between India and Pakistan, having started just after the partition of India in 1947. China has at times played a minor role.[2] India and Pakistan have fought three wars over Kashmir, including the Indo-Pakistani Wars of 1947 and 1965, as well as the Kargil War of 1999. The two countries have also been involved in several skirmishes over control of the Siachen Glacier.",Sparse_BM25,T5_Small,1,Kashmir
Natural_Questions,what territory was fought over by india and pakistan,"Kashmir conflict The Kashmir conflict is a territorial conflict primarily between India and Pakistan, having started just after the partition of India in 1947. China has at times played a minor role.[2] India and Pakistan have fought three wars over Kashmir, including the Indo-Pakistani Wars of 1947 and 1965, as well as the Kargil War of 1999. The two countries have also been involved in several skirmishes over control of the Siachen Glacier.",Sparse_BM25,T5_Small,5,Siachen Glacier
Natural_Questions,what territory was fought over by india and pakistan,"Kashmir conflict The Kashmir conflict is a territorial conflict primarily between India and Pakistan, having started just after the partition of India in 1947. China has at times played a minor role.[2] India and Pakistan have fought three wars over Kashmir, including the Indo-Pakistani Wars of 1947 and 1965, as well as the Kargil War of 1999. The two countries have also been involved in several skirmishes over control of the Siachen Glacier.",Sparse_BM25,T5_Small,10,Orlov and Kamal to meet at Karl-Marx-Stadt in East Berlin
Natural_Questions,what territory was fought over by india and pakistan,"Kashmir conflict The Kashmir conflict is a territorial conflict primarily between India and Pakistan, having started just after the partition of India in 1947. China has at times played a minor role.[2] India and Pakistan have fought three wars over Kashmir, including the Indo-Pakistani Wars of 1947 and 1965, as well as the Kargil War of 1999. The two countries have also been involved in several skirmishes over control of the Siachen Glacier.",Sparse_BM25,T5_Base,0,Pakistan
Natural_Questions,what territory was fought over by india and pakistan,"Kashmir conflict The Kashmir conflict is a territorial conflict primarily between India and Pakistan, having started just after the partition of India in 1947. China has at times played a minor role.[2] India and Pakistan have fought three wars over Kashmir, including the Indo-Pakistani Wars of 1947 and 1965, as well as the Kargil War of 1999. The two countries have also been involved in several skirmishes over control of the Siachen Glacier.",Sparse_BM25,T5_Base,1,Kashmir
Natural_Questions,what territory was fought over by india and pakistan,"Kashmir conflict The Kashmir conflict is a territorial conflict primarily between India and Pakistan, having started just after the partition of India in 1947. China has at times played a minor role.[2] India and Pakistan have fought three wars over Kashmir, including the Indo-Pakistani Wars of 1947 and 1965, as well as the Kargil War of 1999. The two countries have also been involved in several skirmishes over control of the Siachen Glacier.",Sparse_BM25,T5_Base,5,Kashmir
